revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased
7815,I3ccc4e6de0771e44023c25916ba97e301d32ce18,https://git.eclipse.org/r/#/c/7815,1,389ef86d17581f591094f7be4bd2aac0fb208301,d1a0b8d5f59f6f87786744e6153a199a4f40f1df,0,19/09/12,19/09/12,76,EGit v2.1.0.201209190230-r,"EGit v2.1.0.201209190230-r

Change-Id: I3ccc4e6de0771e44023c25916ba97e301d32ce18
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
7817,I2503202c62684390e152b4a2bc8347e6da896f77,https://git.eclipse.org/r/#/c/7817,1,d1a0b8d5f59f6f87786744e6153a199a4f40f1df,7ba3cbcfd8a5305187f301802e111ee62fb28cc3,0,19/09/12,19/09/12,76,Prepare 2.1 maintenance builds,"Prepare 2.1 maintenance builds

Change-Id: I2503202c62684390e152b4a2bc8347e6da896f77
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
7820,I7c1b51f8d4c51e308c585fbe3e603f02a0b0dccc,https://git.eclipse.org/r/#/c/7820,1,7ba3cbcfd8a5305187f301802e111ee62fb28cc3,e08244ad8622aa666c65e084d025c71066054455,0,19/09/12,19/09/12,0,Merge branch 'stable-2.1',"Merge branch 'stable-2.1'

* stable-2.1:
  Prepare 2.1 maintenance builds
  EGit v2.1.0.201209190230-r
  Update documentation for 2.1
  Handle newly introduced ParseExceptions thrown by GC

Change-Id: I7c1b51f8d4c51e308c585fbe3e603f02a0b0dccc
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,0,0,0,1,NA,NA
7821,Idcea8222d06e3f7ee646398b872d1f021e11bbfc,https://git.eclipse.org/r/#/c/7821,1,e08244ad8622aa666c65e084d025c71066054455,93f065984070c64d2081ec75d00e83e98b28bf98,0,19/09/12,19/09/12,364,Prepare 2.2.0 builds,"Prepare 2.2.0 builds

Change-Id: Idcea8222d06e3f7ee646398b872d1f021e11bbfc
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
7834,I92b02705e00c2f8890dcf788977c6e94b6ebaee3,https://git.eclipse.org/r/#/c/7834,3,93f065984070c64d2081ec75d00e83e98b28bf98,4f34de36893f68c7daa209edb68997ec3a7bac4e,1,19/09/12,20/09/12,34,Fix dialog activation order with multiple detail dialogs,"Fix dialog activation order with multiple detail dialogs

Multiple detail dialogs are stacked, and the user expects that when he closes the topmost dialog, then the next in the stack comes to front.

The current implementation doesn't work reliably due to https://bugs.eclipse.org/388667

Bug: 389914
Change-Id: I92b02705e00c2f8890dcf788977c6e94b6ebaee3
Signed-off-by: Markus Keller <markus_keller@ch.ibm.com>",0,0,0,0,0,0,0,0,0
7913,I4ada4d8768f119c2f5320f31b68d64333a55c1ae,https://git.eclipse.org/r/#/c/7913,2,4f34de36893f68c7daa209edb68997ec3a7bac4e,abaa6e0bdad2179dede4013802ffa243a99a82e7,1,25/09/12,25/09/12,80,"Add ""Commit and Push"" button to the commit dialog","Add ""Commit and Push"" button to the commit dialog

Removed the push section with the ""push to upstream"" checkbox. Replaced
it by an additional button that allows committing and pushing in 1 step.

Bug: 389708
Change-Id: I4ada4d8768f119c2f5320f31b68d64333a55c1ae
Signed-off-by: Andre Dietisheim <adietish@redhat.com>",0,0,0,0,0,0,0,0,0
7918,I2afa11033b26069795f57d2381e66973865cd7a9,https://git.eclipse.org/r/#/c/7918,2,bb5d44a0d7ced93197b2e1e07daaa13447176aae,09bc976e95e717457c99a546183b7e6b92ff7008,1,25/09/12,01/10/12,73,[historyView] Fix Create Patch result diff when filtered,"[historyView] Fix Create Patch result diff when filtered

When the History view is filtered to only show commits of the selected
resource, creating a patch resulted in an incorrect diff. The problem
was that the RevCommit was used as is, and the parent was the one as
shown in the History view, not the real parent of the commit.

Test with e.g. ApplyCommand from JGit, filter the History view to
resource, and then Create Patch. The diff should be pretty small.

Change-Id: I2afa11033b26069795f57d2381e66973865cd7a9",0,0,0,0,0,0,0,0,0
7919,I136edf1103142c7b9e523c9b8319642adccff8cd,https://git.eclipse.org/r/#/c/7919,2,65384e567628aa3131fecc5a9d4c9068a7425e8b,0faaa76a16327c5edb050af0a174db67fdd4292c,1,25/09/12,01/10/12,11,[historyView] Also fix patch contents created by dragging,"[historyView] Also fix patch contents created by dragging

Same problem and solution as I2afa11033b26069795f57d2381e66973865cd7a9.

Change-Id: I136edf1103142c7b9e523c9b8319642adccff8cd",0,0,0,0,0,0,0,0,0
7952,Ib9a361d6003e66ad186d974e2becd58dd6fcbe7c,https://git.eclipse.org/r/#/c/7952,1,453c71b71ef60476526d6b73957604fc493a2067,7936a5aa582209c7747604881ed976439a68ebbe,1,26/09/12,27/09/12,233,Move PreviewDecoration to own file as DecorationResult,"Move PreviewDecoration to own file as DecorationResult

This is done so that the StagingViewLabelProvider can reuse it in the
following commit.

Bug: 390297
Change-Id: Ib9a361d6003e66ad186d974e2becd58dd6fcbe7c",0,0,0,0,0,1,1,0,0
7953,I59bdf389e7b03243d869a91c6605398b5cb8fbea,https://git.eclipse.org/r/#/c/7953,1,7936a5aa582209c7747604881ed976439a68ebbe,2f02590bc77839d200faf47d0ba681a70f47d478,1,26/09/12,27/09/12,115,[stagingView] Honor label decoration preferences,"[stagingView] Honor label decoration preferences

Reuse DecorationHelper in StagingViewLabelProvider, which ensures that
the preferences are applied.

This way, for users who don't want a text decoration or a different one,
the Staging view now behaves as expected.

Also, the ""staged change"" icon was not the same as in the resource
decorations.

Bug: 390297
Change-Id: I59bdf389e7b03243d869a91c6605398b5cb8fbea",0,0,0,0,0,1,1,0,0
7975,Ie973d6886083c2d1886e5e29f80779a3045e2134,https://git.eclipse.org/r/#/c/7975,1,2f02590bc77839d200faf47d0ba681a70f47d478,b03f325373cd13cc2ba425bb8de2b4c3c14c53f3,0,28/09/12,28/09/12,2,Fix wrong location of git installation directory preference in dialog,"Fix wrong location of git installation directory preference in dialog

Change-Id: Ie973d6886083c2d1886e5e29f80779a3045e2134",0,0,0,1,0,0,1,NA,NA
7990,Ic5809d00c9b85e52fce75a8b58eb1550f8f4fa84,https://git.eclipse.org/r/#/c/7990,1,27ab0f69947520c7544f0877c3043490b0c59d3b,a306769fcaa280c99f7c5d91aa8ccf5ca8e11c00,1,30/09/12,02/10/12,37,Extract calculating scheduling rule for paths to RuleUtil,"Extract calculating scheduling rule for paths to RuleUtil

Change-Id: Ic5809d00c9b85e52fce75a8b58eb1550f8f4fa84",0,0,0,1,0,0,1,0,0
7991,If3fe33bb682408c9acea9b41f80a10cdb38f5a9a,https://git.eclipse.org/r/#/c/7991,2,a306769fcaa280c99f7c5d91aa8ccf5ca8e11c00,6eb5fd983a2fc67721a95e77a6c1423d5d7748b6,1,30/09/12,05/10/12,137,Change IgnoreOperation to use IPath instead of IResource,"Change IgnoreOperation to use IPath instead of IResource

This way, it can also be used for non-resource paths, which is necessary
for ignoring non-workspace files from the Staging view.

Bug: 385178
Change-Id: If3fe33bb682408c9acea9b41f80a10cdb38f5a9a",0,0,0,0,0,0,0,0,0
7992,I4e7d370a9861a611aa5fac04afc284c5b3d0c2e6,https://git.eclipse.org/r/#/c/7992,3,f87b3889ff11c101757ccea6792291dcfbf6735f,438dab81424b9c6294ffeb8aa2d5e725f1d9039c,1,30/09/12,06/10/12,166,[stagingView] Add ignore action for untracked files,"[stagingView] Add ignore action for untracked files

Puts the code from IgnoreActionHandler into a new IgnoreOperationUI and
reuses it in the Staging view.

It now also makes sure that the index diff cache is refreshed when a
.gitignore outside of the workspace has changed.

Bug: 385178
Change-Id: I4e7d370a9861a611aa5fac04afc284c5b3d0c2e6",0,0,0,0,0,1,1,0,0
7993,Ie50ac819209b55c3303b65943538ca6b51853ba7,https://git.eclipse.org/r/#/c/7993,3,23002409754af5dd81a638219725c0adefa43899,cfb8442e66bba238527aed6982bb2fe5bacdafb8,1,30/09/12,06/10/12,37,[stagingView] Enable delete of files with delete key,"[stagingView] Enable delete of files with delete key

Registers a global action handler for delete.

Bug: 389137
Change-Id: Ie50ac819209b55c3303b65943538ca6b51853ba7",0,0,0,0,0,1,1,0,0
7994,I90a6b2f86ed21caad10a4f29a8313d8efe6f5027,https://git.eclipse.org/r/#/c/7994,1,7677268dea98f057f277258d0e90768ce5113c3a,806f5dfb6b37219c615801962b22b364b1a572d2,1,30/09/12,02/10/12,57,Compare/Replace With > Commit: Show commits filtered by resources,"Compare/Replace With > Commit: Show commits filtered by resources

Instead of showing all commits in the commit selection dialog, they are
now filtered by the selected resources.

Following is done for files to get a more complete listing. But when
comparing, the right side will be empty. See bug 374722 for a solution
which could be reused here.

Bug: 382476
Change-Id: I90a6b2f86ed21caad10a4f29a8313d8efe6f5027",0,0,0,0,0,0,0,0,0
8001,Ib240752de554fcb3d4baa0a551eeb903303d528e,https://git.eclipse.org/r/#/c/8001,3,c6ee743578cae25e2cd37c270fd7db14db415bc3,daca840db6d51759c9398141c9683f6e4c8d4fe1,1,01/10/12,08/10/12,310,Hard wrap should insert line breaks after user finishes editing,"Hard wrap should insert line breaks after user finishes editing

In the old implementation, hard-wrapping interfered with the user's
typing. This fix uses a segment listener on the StyledText to give a
preview of the final wrapping, and it only inserts the additional line
delimiters when the user commits the message.

Bug: 387932
Change-Id: Ib240752de554fcb3d4baa0a551eeb903303d528e
Signed-off-by: Markus Keller <markus_keller@ch.ibm.com>",0,0,1,0,0,0,1,0,0
8003,I5a68de9b839f4040b0dd5596260609d2c1d6b6fc,https://git.eclipse.org/r/#/c/8003,1,7f1a5f30c1eb0bbbc49d1d31e22afec1d215fe4d,d71e2beaaae1951abad3a463520c4a0ebf05a749,1,01/10/12,08/10/12,2,Import from repository clones to wrong location on disk,"Import from repository clones to wrong location on disk

Remove the bad check for existence of the parent directory.

Bug: 383320
Change-Id: I5a68de9b839f4040b0dd5596260609d2c1d6b6fc
Signed-off-by: Markus Keller <markus_keller@ch.ibm.com>",0,0,1,0,0,0,1,0,0
8056,I99f7cd610d069d4ae9429c2ff8b756ebdddc1a60,https://git.eclipse.org/r/#/c/8056,1,acebcc5af13631a042c9b424b3cb3e346554f8d5,81fa97cd3927def2dac139aa7ec1385e5dd31f3a,1,04/10/12,26/11/12,156,Project set import: Check configured repositories,"Project set import: Check configured repositories

Don't clone a repository which is already configured in the workspace.
This also refactors the run method for a better flow.

Bug: 358140
Change-Id: I99f7cd610d069d4ae9429c2ff8b756ebdddc1a60",0,0,0,0,0,0,0,-1,0
8074,I539abd3f9f0e04df7789601607baf79cbbc0040c,https://git.eclipse.org/r/#/c/8074,1,7c245bb810ae468b0d59be6e39fb93367718a039,662135f0e67cc4a858691a2ff4f5ae7415cc52d7,1,06/10/12,06/10/12,3,Remove braces around a single line block to fix style nit,"Remove braces around a single line block to fix style nit

Change-Id: I539abd3f9f0e04df7789601607baf79cbbc0040c
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,0,0
8075,I3c73212eadb883c598aee1ef8af882e0f7725899,https://git.eclipse.org/r/#/c/8075,1,3bbdc8ea02aa2f89a825bf86f96e9ce885fe9521,efcc23574c2acc0d0640cd7bd0344f57d30cc283,1,07/10/12,28/10/12,9,"Enable ""Link with Editor"" for compare editor from Tree Compare","Enable ""Link with Editor"" for compare editor from Tree Compare

The reactOnOpen method of CompareTreeView uses a FileEditableRevision to
show the left side in case of an IFile. So implement IResourceProvider
to enable the linking.

Bug: 389395
Change-Id: I3c73212eadb883c598aee1ef8af882e0f7725899",1,0,1,0,0,0,1,0,0
8082,I230800d2a6c80105a74471193c2f93fe9ad138e3,https://git.eclipse.org/r/#/c/8082,1,53883ee88a6516b3914ef00bb1e2d84f3a8aa055,1a3e9b2dfc9d90c9890693d85611ec1fe81dc929,1,08/10/12,08/10/12,8,'Cancel' button must be on the right on Windows,"'Cancel' button must be on the right on Windows

Change-Id: I230800d2a6c80105a74471193c2f93fe9ad138e3
Signed-off-by: Dani Megert <Daniel_Megert@ch.ibm.com>",1,0,0,1,0,0,1,0,0
8088,Ie29422aeb1a57afee883c75ae9ae05ecd682207c,https://git.eclipse.org/r/#/c/8088,4,5b66144691e66de40535d85d92a0ee1dcb7ccf4d,d58137c9d705303e78d99fce16a8daa10deb0a92,0,08/10/12,17/10/12,4,Humanize the quickdiff baseline menu text,"Humanize the quickdiff baseline menu text

Although the term revision is somewhat ambiguous, the use here is
consistent with the use elsewhere in the plugin.

Change-Id: Ie29422aeb1a57afee883c75ae9ae05ecd682207c",0,1,1,0,0,1,1,NA,NA
8089,I3b0da8483e47f5119a3a91580771cdb4a3b7640f,https://git.eclipse.org/r/#/c/8089,6,fa80f6bc6ab2a917e424ee0bbab7d3a5ebe3607f,fe5ad4ebfa8da97d91f311d78714a1b4143f4496,1,08/10/12,18/10/12,126,[RFC] Do not show modal warning dialog on plugin start,"[RFC] Do not show modal warning dialog on plugin start

Do not open a modal dialog on plugin start but log a warning instead.
Writing this log entry can still be suppressed by already existing
preference.

Bug: 391377
Change-Id: I3b0da8483e47f5119a3a91580771cdb4a3b7640f
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,1,1,0,0,0,1,0,0
8094,Id4125ca71bd7a3ebf1fb97ddaa2eb7094f030192,https://git.eclipse.org/r/#/c/8094,2,79507b191f4d63a6e6fc8ce22aa30e1623c5aa00,f3df361c3a68bc26adf5699cb05c7acab7a41d2c,1,09/10/12,24/10/12,14,"Allow ""Push to Gerrit..."" to push to refs/drafts/...","Allow ""Push to Gerrit..."" to push to refs/drafts/...

This change replaces the label displaying the ""refs/for/"" prefix by a
Combo which allows to select different types of prefixes for Gerrit.
Currently the classic ""refs/for/"" and the ""refs/drafts/"" prefixes are
available, but more could be added easily.

Change-Id: Id4125ca71bd7a3ebf1fb97ddaa2eb7094f030192",0,0,1,0,0,0,1,0,0
8096,I54b932a4296e1a05933d70a0577e5ae852d0b5b4,https://git.eclipse.org/r/#/c/8096,1,963f75156afc1d3ac24e1d86bf45e1409963ba91,81a100fde5c35fd278ec1e5a1f6acc17fa055d0f,0,09/10/12,09/10/12,4,Fix conflicting and add missing mnemonics for 'Browse...',"Fix conflicting and add missing mnemonics for 'Browse...'

Change-Id: I54b932a4296e1a05933d70a0577e5ae852d0b5b4
Signed-off-by: Dani Megert <Daniel_Megert@ch.ibm.com>",1,0,0,1,0,0,1,NA,NA
8192,Id01a88fece441836515446e8b69bad172100737a,https://git.eclipse.org/r/#/c/8192,1,6dfdaca72c7451201f4ae2991c7d32b1164a6b4d,85156152dd3e69369d1f02c781c3080842081f43,1,13/10/12,16/10/12,86,Use original author date/timezone on amend,"Use original author date/timezone on amend

It used to be set back to the committer date (only the author
name/e-mail was kept), which is the wrong thing to do on amend.

The author name/e-mail the user entered is still kept.

Bug: 362391
Change-Id: Id01a88fece441836515446e8b69bad172100737a",0,0,1,0,0,1,1,0,0
8194,Ib9ee5e4ecba484409057ff86b881aabd77d11255,https://git.eclipse.org/r/#/c/8194,2,a8a241e10ff2b131d5cc0047e1577e08a18e170d,35820a46dd12b19042275f790b48f42f1be5dcec,1,13/10/12,28/10/12,18,Add missing Expand All action to Git Tree Compare,"Add missing Expand All action to Git Tree Compare

Change-Id: Ib9ee5e4ecba484409057ff86b881aabd77d11255",1,0,1,1,0,0,1,0,0
8197,I726c41f7073820cf80030cc59feabb5b4b033e4d,https://git.eclipse.org/r/#/c/8197,7,8be85a49ba530aad5925c921039e2cb2c6f6551b,40d43245ea2a0248842bb6acf0c1b014fb532a88,1,14/10/12,06/02/14,821,Git Tree Compare: Unify workbench and PathNode tree code,"Git Tree Compare: Unify workbench and PathNode tree code

WorkbenchTreeContentProvider had a serious problem in that it only
descended into folders which existed in the workspace. The reason for
that was that it used getChildren of its base class
WorkbenchContentProvider.

For example, when the base (workspace) version had these files:

  a
  b/1

And compare version had these:

  a
  b/1
  c/1

The ""c/1"" file should be shown as ""deleted"" in the view. The problem was
that the ""c"" folder was not contained in the workspace and so the
content provider never included ""c/1"". It did include deleted files
whose parent folder was known, but not others.

This could maybe have been fixed by introducing artificial folder nodes
(implementing IWorkbenchAdapter) in such a situation (but only for the
special case above).

Instead, this change unifies the workbench with the PathNode content
provider code. Care was taken to keep the appearance by using
WorkbenchLabelProvider for container nodes and continuing to work with
IFile where possible. The tree construction was also simplified.

Bug: 390886
Change-Id: I726c41f7073820cf80030cc59feabb5b4b033e4d",0,1,0,0,1,1,1,0,0
8267,I80fe99bd22e87f3ed43348301e06c3f0e5074401,https://git.eclipse.org/r/#/c/8267,1,d0459b6ab8bd325c6a1af701702929c5cb1100c3,7725e635d65d6601e124b993d2917a41959587cd,1,18/10/12,18/10/12,11,Update copyright date and fine-tune log warnings,"Update copyright date and fine-tune log warnings

Bug: 391377
Change-Id: I80fe99bd22e87f3ed43348301e06c3f0e5074401
Signed-off-by: Dani Megert <Daniel_Megert@ch.ibm.com>",1,0,0,0,0,0,1,0,0
8315,I6837e16703a25acdac50e1b67afcd9a48424fdf5,https://git.eclipse.org/r/#/c/8315,1,7725e635d65d6601e124b993d2917a41959587cd,2fb33925b77e0dba611f1c836919d0223b425e79,0,19/10/12,19/10/12,2,Update build to use Tycho 0.16,"Update build to use Tycho 0.16

Change-Id: I6837e16703a25acdac50e1b67afcd9a48424fdf5
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
8321,I4aaea78104b5ab74f819e72c07126b34425b00d3,https://git.eclipse.org/r/#/c/8321,7,2fb33925b77e0dba611f1c836919d0223b425e79,cbe6d84e9e6c2baf25b215d0d7bbf31356603a6f,1,20/10/12,02/11/12,86,Propagate project text label decoration up to working set,"Propagate project text label decoration up to working set

This introduced a different type for resource mappings so that the
configured project text decoration is used for working sets instead of
the default container/folder decoration. It also collects repository
name and branch info to allow those decorations for working sets.

Bug: 369969
Change-Id: I4aaea78104b5ab74f819e72c07126b34425b00d3
Signed-off-by: Gunnar Wagenknecht <gunnar@wagenknecht.org>",0,1,0,0,0,0,1,2,1
8324,Ia49830473b48e502f6f1f8765916684dd1111951,https://git.eclipse.org/r/#/c/8324,2,0821337cb9165abecbc1efffbc344beb402b7c91,97a64abd976c1b589e36c78039f99defac7b8f3a,1,20/10/12,28/10/12,9,"[sync] Add label for ""Git Commits"" when showing all models","[sync] Add label for ""Git Commits"" when showing all models

Before, it would show toString of GitChangeSetModelProvider.

Bug: 384544
Change-Id: Ia49830473b48e502f6f1f8765916684dd1111951",1,0,1,0,0,0,1,0,0
8325,I817c01c651b2989cc504ab622ba9f98df0620a6a,https://git.eclipse.org/r/#/c/8325,4,f054fa57f8064afeed4aa8d3f99ba97bd635a723,66d59cfcb4a096a6328f1a70fac9f9c13b163e89,1,20/10/12,04/11/12,87,Fix Replace With on project when it is the root of working tree,"Fix Replace With on project when it is the root of working tree

ResourceUtil used to return an empty map when a repo-relative path
resulted in being """" (the root). We now also return it and handle it in
DiscardChangesOperation.

Bug: 392513
Change-Id: I817c01c651b2989cc504ab622ba9f98df0620a6a",0,1,0,0,0,1,1,0,0
8326,I9e14c491254ea1927c4b57989e8282d657945685,https://git.eclipse.org/r/#/c/8326,4,ba2e1e0b6168f19da990d1325701e94293cf255d,349d938cc6aa299161f7affc35e8bac1d0fac516,1,20/10/12,03/01/13,56,Also enable Merge Tool for conflicts caused by stash,"Also enable Merge Tool for conflicts caused by stash

Check index diff for conflicting files contained in the selection
instead of repository state. This should be more reliable.

This depends on the previous change for the ResourceUtil changes.

Bug: 376135
Change-Id: I9e14c491254ea1927c4b57989e8282d657945685",0,1,0,0,0,1,1,1,1
8338,I0477f62c9f4997890ea15f1228413f33473577c8,https://git.eclipse.org/r/#/c/8338,2,af9ef32287c578c3385d253e2591121aa7f74d37,7f5c5046c8ef2de953e5e47f8561b620def948dc,1,22/10/12,11/01/13,110,GitMoveDeleteHook: Cancel move if it would affect unmerged file,"GitMoveDeleteHook: Cancel move if it would affect unmerged file

Before this change, the index entries belonging to the unmerged path
would get into a ""funny"" state.

The only good alternative to canceling the move would be to preserve the
index entries under the new path. C Git aborts with an error when doing
""git mv"", so we do the same now.

Bug: 391857
Change-Id: I0477f62c9f4997890ea15f1228413f33473577c8",0,0,0,0,0,0,0,1,1
8350,I5232c0714bb254f77eccc5f194478bed979e452b,https://git.eclipse.org/r/#/c/8350,2,320bcfa80fcbbd8fefa63ee7eadab85a4339964e,3b3f996b8e22a9bc29a4521001425fe53c577605,0,23/10/12,11/01/13,14,Fix keyboard shortcut for Commit... on the Mac,"Fix keyboard shortcut for Commit... on the Mac

Command+Shift+3 takes a screenshot on the Mac.

Bug: 356647
Change-Id: I5232c0714bb254f77eccc5f194478bed979e452b
Signed-off-by: Markus Keller <markus_keller@ch.ibm.com>",0,0,0,0,0,0,0,NA,NA
8384,I7f75957d2d44e08679c3eb512cdc446eeb426677,https://git.eclipse.org/r/#/c/8384,5,bc3cdc95c21adf1b1146f2c31ac3116424aa55db,ee7255cc2851e9cda09d661e607b3710b2a6ab02,1,27/10/12,28/11/12,144,Try to fix unstable UI test GitRepositoriesViewFetchAndPushTest,"Try to fix unstable UI test GitRepositoriesViewFetchAndPushTest

The problem may be that clickContextMenu for the fetch is run on the UI
thread asynchronously. So when calling TestUtil.joinJobs afterwards, the
job may not yet have been scheduled.

Bug: 345812
Change-Id: I7f75957d2d44e08679c3eb512cdc446eeb426677",0,1,0,0,0,1,1,0,0
8391,I3520bc4a9e5eedba7440bb58d0202eaed4ca489e,https://git.eclipse.org/r/#/c/8391,2,3293dff0f4ebc58f7007713ace36624292a049da,92bedcd41aefc7cb242485a5497894d42f31af2a,1,29/10/12,09/11/12,6,Remove redundant and illegal implementation of IFileRevision,"Remove redundant and illegal implementation of IFileRevision

The changed classes all extend GitFileRevision, which extends
FileRevision, which implements IFileRevision. So the implements is
redundant. It also causes warnings because IFileRevision is
@noimplement.

Change-Id: I3520bc4a9e5eedba7440bb58d0202eaed4ca489e",0,0,0,0,0,1,1,0,0
8392,Iba6cc5fca9fae93581baa3dfef4301eeadfb7711,https://git.eclipse.org/r/#/c/8392,1,05f3bae37ba6daf7949387772cd2cdbae6b482f1,4abf8412c5b067274de6942a3943760f58596768,0,29/10/12,29/10/12,8,Correct mixed line delimiters,"Correct mixed line delimiters

Change-Id: Iba6cc5fca9fae93581baa3dfef4301eeadfb7711
Signed-off-by: Dani Megert <Daniel_Megert@ch.ibm.com>",1,0,0,1,0,0,1,NA,NA
8396,Iccf07057a9c06f4c63c0493e926a7350e2d45e79,https://git.eclipse.org/r/#/c/8396,2,a189e5746072ddf8fe0f7a913358fd610dfe277f,6194686154f241a5b74696e9fb3622ec10a4784e,0,29/10/12,15/11/12,7,GitSubscriberMergeContextTest: Fix internal class warning,"GitSubscriberMergeContextTest: Fix internal class warning

Change-Id: Iccf07057a9c06f4c63c0493e926a7350e2d45e79",1,0,0,1,0,0,1,NA,NA
8403,If3057ddba72143c12b43eac0241a62cf558bb66e,https://git.eclipse.org/r/#/c/8403,4,c2bae6026db149dee346c921dbf0b3ad7c700982,d8cc42d3150c147f197a9fdb6404707dd439313b,1,29/10/12,05/11/12,17,CommitOperation: Handle parsePersonIdent returning null,"CommitOperation: Handle parsePersonIdent returning null

It's already checked in CommitMessageComponent, but we also need to
check it in CommitOperation, otherwise there's an NPE later.

Bug: 393054
Change-Id: If3057ddba72143c12b43eac0241a62cf558bb66e",0,1,0,0,0,1,1,1,1
8405,I0730362a4de66adb2cef9734003c60432bfc7ec4,https://git.eclipse.org/r/#/c/8405,3,c771db0d1ae1028e138cdbab01e86a6ed572c143,2b83b3dc5e0674dd64abc6e760a07d314bd2fb06,1,29/10/12,24/12/12,17,Fix NPE with withAllProperties in platform.team < 3.8,"Fix NPE with withAllProperties in platform.team < 3.8

withAllProperties of IFileRevision mentions in the Javadoc that null is
a valid return value. Unfortunately, platform.team did not check for
null until bug 358392 was fixed with 3.8.

To fix this for older versions, remove the overridden implementation and
use the method from the GitFileRevision parent class which returns this.

Bug: 364704
Change-Id: I0730362a4de66adb2cef9734003c60432bfc7ec4",0,0,0,0,0,1,1,0,0
8411,I9f823692ee64bbda8e233b6c6ae5536aaa378f49,https://git.eclipse.org/r/#/c/8411,1,88931da913de1587a318fdcaa8aef5cf7f47db75,47326136749516c27829884a33492a9ea41ea2bc,0,30/10/12,30/10/12,4,Remove problematic mnemonics,"Remove problematic mnemonics

Bug 388913
Change-Id: I9f823692ee64bbda8e233b6c6ae5536aaa378f49
Signed-off-by: Dani Megert <Daniel_Megert@ch.ibm.com>",1,0,0,0,0,0,1,NA,NA
8418,I4ab08aa1ddf974b5b46835cecf65d4937e0d8ac3,https://git.eclipse.org/r/#/c/8418,1,47326136749516c27829884a33492a9ea41ea2bc,f57b54d8e23cdc481dff3fa74e4f3dde029befbf,1,30/10/12,30/10/12,6,Handle RevisionSyntaxException,"Handle RevisionSyntaxException

Bug 393153
Change-Id: I4ab08aa1ddf974b5b46835cecf65d4937e0d8ac3
Signed-off-by: Dani Megert <Daniel_Megert@ch.ibm.com>",0,0,0,0,0,0,0,0,0
8421,Id39b5b26e72d31d49999892e0b61591c5b6757a1,https://git.eclipse.org/r/#/c/8421,2,22c64fa42ca0a2073d66c236716b85c98e6a97fe,ad7cd51db7ac2711f62c632121d39c79fa61ead6,0,30/10/12,30/10/12,16,[sync] Show author of remote files in workspace model,"[sync] Show author of remote files in workspace model

Bug: 359071
Change-Id: Id39b5b26e72d31d49999892e0b61591c5b6757a1",0,0,0,0,0,0,0,NA,NA
8423,I86bdf155436f3dd1a6a7d53ad7e520ca020eef8b,https://git.eclipse.org/r/#/c/8423,2,2012e2d96d33398cdd26be89874ad15e1b7c72d7,bea9ea653eec8ed083a93a7a5ef5cede05881eed,1,30/10/12,30/10/12,11,[sync] Fix test failures caused by Id39b5b26e,"[sync] Fix test failures caused by Id39b5b26e

Bug: 359071
Change-Id: I86bdf155436f3dd1a6a7d53ad7e520ca020eef8b",0,0,0,0,0,0,0,0,0
8434,I1e08f5fb0268a6483e0ee332a3384527c4312ddd,https://git.eclipse.org/r/#/c/8434,1,bea9ea653eec8ed083a93a7a5ef5cede05881eed,08dc9272a0a11dfc154e1179bb02aca0c98910c9,1,30/10/12,01/11/12,10,[stagingView] Fix undo in commit message field,"[stagingView] Fix undo in commit message field

It was not working because of a handler conflict. The problem was that
it was registered using the workbench handler service in the staging
view.

By using the site-specific handler service via getHandlerService, the
conflict no longer exists and the keybinding works.

Bug: 388594
Change-Id: I1e08f5fb0268a6483e0ee332a3384527c4312ddd",0,0,0,0,0,0,0,0,0
8436,I73441ebb853240d6e6a952730592c71831270192,https://git.eclipse.org/r/#/c/8436,1,08dc9272a0a11dfc154e1179bb02aca0c98910c9,413efbcb0a886c09943f2a3f851f3ffb64947cb9,1,30/10/12,01/11/12,61,Only activate content assist and quick fix in commit message field,"Only activate content assist and quick fix in commit message field

Before this, it was also active in the staged/unstaged table viewers,
which prevented selection with Ctrl+Space from working there.

Now it is activated and deactivated like the other actions: When the
text field gains/loses focus.

Bug: 393159
Change-Id: I73441ebb853240d6e6a952730592c71831270192",0,0,0,0,0,0,0,0,0
