revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased,
9442,Ib4dc76a2bacc44f2af148a3d576c018f5dfc2d95,http://review.couchbase.org/#/c/9442,1,c62f9da7c04f9e394351fe2eee570956558133ac,556c82134708d822489dfca13d62b531bba8f65b,0,07/09/11,07/09/11,5,"Add support for commons-codec 1.3, 1.4, and 1.5","Add support for commons-codec 1.3, 1.4, and 1.5

Some versions of commons-codec append a \r\n onto the end
of Base64 encoded strings. This fix checks the encoding for
a trailing \r\n and if it finds one, removes if from the
string.

Change-Id: Ib4dc76a2bacc44f2af148a3d576c018f5dfc2d95",0,0,0,0,0,1,1,NA,NA,
9443,I9b23a19608bfa91cba64e0d579fb49f20612b286,http://review.couchbase.org/#/c/9443,1,bd10da1e1e51e747e054db00d5c915406fba4c70,984c58a0fec38339e5741ac2a9c4f78d0315591c,0,07/09/11,07/09/11,4,"Add support for commons-codec 1.3, 1.4, and 1.5","Add support for commons-codec 1.3, 1.4, and 1.5

Some versions of commons-codec append a \r\n onto the end
of Base64 encoded strings. This fix checks the encoding for
a trailing \r\n and if it finds one, removes if from the
string.

Change-Id: I9b23a19608bfa91cba64e0d579fb49f20612b286",1,0,0,0,0,0,1,NA,NA,
9450,Ia642727d9a9599f22551bf7783c8925b3f3feaf1,http://review.couchbase.org/#/c/9450,1,80288a8a87fdd757b75faabcba23a7683770ecb9,18990a1ec63ec3976d826f4ebc2724a3d7903adb,0,07/09/11,07/09/11,2,Removed unused variables in GetOperationImpl,"Removed unused variables in GetOperationImpl

Change-Id: Ia642727d9a9599f22551bf7783c8925b3f3feaf1",0,0,0,1,0,1,1,NA,NA,
9452,I3d512837f31d5e4d46096235a49f65245895de77,http://review.couchbase.org/#/c/9452,2,8cd8169c5b575810997977dd01231c330ac26098,42ee1e728ffefb7f41bdb218bd43638a2c5f449c,1,07/09/11,25/09/11,12,SPY-26: Add Getl Tests,"SPY-26: Add Getl Tests

Change-Id: I3d512837f31d5e4d46096235a49f65245895de77",0,0,1,1,0,1,1,0,0,
9454,Ifa6b356a9faaad39f12f2cf28d34fbc837faa7b7,http://review.couchbase.org/#/c/9454,1,a151286bd90c12412348deccdcff98027f2f7711,c889af93bae6b1a1e8bd783d7bdbef8edb499cf7,1,07/09/11,07/09/11,24,SPY-49: BaseSerializingTranscoder does not close resources.,"SPY-49: BaseSerializingTranscoder does not close resources.

Change-Id: Ifa6b356a9faaad39f12f2cf28d34fbc837faa7b7",1,0,0,1,0,0,1,0,0,
9455,I3c52dfd21b7b02ea4e9d5f97fd7ed9b034ca0237,http://review.couchbase.org/#/c/9455,1,c889af93bae6b1a1e8bd783d7bdbef8edb499cf7,af33d50cbabfa46cf03fe9b39e629e6cc0465173,0,07/09/11,07/09/11,2,Removed unused variables in GetOperationImpl,"Removed unused variables in GetOperationImpl

Change-Id: I3c52dfd21b7b02ea4e9d5f97fd7ed9b034ca0237",1,0,0,1,0,0,1,NA,NA,
9462,I1dc91641016fa31e5cdd51f5bba85bd7cd68bd45,http://review.couchbase.org/#/c/9462,2,5c43d6f65bae50bcee9738a79bfa978b1e54dc80,19b04305607d80092f6e2b4b982538f649af95c0,1,07/09/11,09/09/11,42,SPY-50: Set viewmode programatically,"SPY-50: Set viewmode programatically

We can now set properties programatically and I allowed the
properties file to be found in the classpath (which I thought
I did before, but I guess I didn't). There is now a heirarchy
for how this parameter can be defined. The list is below from
highest priority to lowest:

1. Set in user code - System.setProperty(2)
2. Set on the command line
3. Set in the cbclient.properties file

Change-Id: I1dc91641016fa31e5cdd51f5bba85bd7cd68bd45",0,0,0,0,0,1,1,0,0,
9472,I840259953d1d5192f1038e734103b63281e68ed0,http://review.couchbase.org/#/c/9472,2,a67c1fe65873ccbe38025f89f4156eb32083b37a,d1ce9a5115d5e9d3c6a5da3f8467a6c6a8e789d9,1,08/09/11,09/09/11,47,Added toString() functions to ConnectionFactory classes,"Added toString() functions to ConnectionFactory classes

This will allow us to see how users have configured their client
and will greatly help in debugging issues from customers.

Change-Id: I840259953d1d5192f1038e734103b63281e68ed0",0,0,0,0,0,1,1,0,0,
9473,Ic8f3741bdcdc97d5bb46b2c4a68caec998903fde,http://review.couchbase.org/#/c/9473,2,91b83b82179e269ddfd8cd7603191ecd877f4bb8,2718db34409ee8cd05378d196df67ee872d0f58e,1,08/09/11,09/09/11,27,SPY-47: Client object should have toString(),"SPY-47: Client object should have toString()

The toString() method in MemcachedClient now prints out it's
configuration eg. the information of the ConnectionFactory it
is using.

Change-Id: Ic8f3741bdcdc97d5bb46b2c4a68caec998903fde",0,0,0,0,0,1,1,0,0,
9474,I4d0c95f309a6f1bb1ccde52ffdf6e9ab1958bebe,http://review.couchbase.org/#/c/9474,1,ea31ccf19e32e2b7fcc5c5a798ead5c6c380df71,565f1fdd297bc6c14c1e845e9f134d306b6338f2,1,08/09/11,09/09/11,22,Change getBytes() to getData() in CASOperation,"Change getBytes() to getData() in CASOperation

The getBytes function was incorrectly named in the CASOperation
class for two reasons. First the function actually gets the
data field from a message so getData() is a better name. Second,
in the StoreOperation class and other classes the name of the
function is getData() so this improves consistency. This issue
was notice when I was looking at the StoreOperation and saw that
this class had two different functions that did exactly the same
thing.

Change-Id: I4d0c95f309a6f1bb1ccde52ffdf6e9ab1958bebe",0,0,0,0,0,1,1,0,0,
9475,Ie3ea5b8d04b683303fe8e5f4d5b7b22d7d5bd18b,http://review.couchbase.org/#/c/9475,2,71c30699f1b1f64676d14a0e8245c5facd6aaf20,f36bd9dabf71656e8e725e57bba65b0a54949118,1,08/09/11,09/09/11,319,SPY-39: Added toString() to operation heirarchy,"SPY-39: Added toString() to operation heirarchy

Change-Id: Ie3ea5b8d04b683303fe8e5f4d5b7b22d7d5bd18b",0,0,0,1,0,1,1,0,0,
9476,Ia6b32a4af94ed2e8dc973237132f3fd291655634,http://review.couchbase.org/#/c/9476,4,95ecb766fdc976e506a5ab1ae6b0d6399942817e,ab7ff7173e131ed82da3881f6692ccd64befdf18,1,08/09/11,20/09/11,97,Made cmd variable a byte for binary operations.,"Made cmd variable a byte for binary operations.

This variable should have never been an int since it is defined in
the protocol as a byte. The reason for the change is that when we
have opcode that is greater have 127 the value of a byte and an int
are different (Ex. int = 128 byte = -127). This was causing an
assertion to fail, in this case for the getl command (0x94).

Change-Id: Ia6b32a4af94ed2e8dc973237132f3fd291655634",0,1,1,0,0,1,1,0,0,
9477,I322433f6eafbdc9261cc40f322b8362e113646b7,http://review.couchbase.org/#/c/9477,2,23a621d23d91903fa2806092513dcdb9397f9211,1ac0606816f763264fab29e2458a4547d04c97b4,1,09/09/11,09/09/11,1124,Merge branch 'refresh',"Merge branch 'refresh'

Changes Merged:
	Removed unused variables in GetOperationImpl
	SPY-49: BaseSerializingTranscoder does not close resources.
	Remove assertions that assert a completed op isn't timed out
	Add support for commons-codec 1.3, 1.4, and 1.5
	Use direct buffers in TCPMemcachedNodeImpl
	Fix concurrent access to operations objects, especially near timeouts
	Improved performance of write queue processing during timeouts
	SPY-125: Significant performance issue large number of sets
	Operations can't timeout when writing to the write buffer.

Conflicts:
	.classpath
	src/main/java/net/spy/memcached/MemcachedConnection.java
	src/main/java/net/spy/memcached/internal/BulkGetFuture.java
	src/main/java/net/spy/memcached/ops/BaseOperationFactory.java
	src/main/java/net/spy/memcached/ops/OperationState.java
	src/main/java/net/spy/memcached/protocol/BaseOperationImpl.java
	src/main/java/net/spy/memcached/protocol/TCPMemcachedNodeImpl.java
	src/main/java/net/spy/memcached/protocol/ascii/AsciiMemcachedNodeImpl.java
	src/main/java/net/spy/memcached/protocol/binary/BinaryMemcachedNodeImpl.java
	src/main/java/net/spy/memcached/protocol/binary/GetOperationImpl.java
	src/main/java/net/spy/memcached/transcoders/BaseSerializingTranscoder.java
	src/main/java/net/spy/memcached/vbucket/ConfigurationProviderHTTP.java

Change-Id: I322433f6eafbdc9261cc40f322b8362e113646b7",0,0,0,0,1,1,1,-1,0,
9513,I9fc07dd898205612b384f8c4e9820cb186f8e550,http://review.couchbase.org/#/c/9513,1,23522ab9d60cf117675989ecbc8fa8d14620ac0f,8302e8e3478711edbc87cff575029ed275209345,1,12/09/11,12/09/11,3,SPY-54: getBulk() shouldn't log a warning when a key is not found,"SPY-54: getBulk() shouldn't log a warning when a key is not found

A key not being found is not incorrect behavior for memcached so
having a warning here is incorrect.

Change-Id: I9fc07dd898205612b384f8c4e9820cb186f8e550",0,0,0,0,0,1,1,0,0,
9514,Id8cf17132bff06dba78935cbb8b81d83f58b4bc2,http://review.couchbase.org/#/c/9514,5,ea098a48c7a9a4c50645e471177f88367e536aa1,f682877ddde4b66d7e77cc5e3d2caa028b03f93e,1,12/09/11,03/10/11,10,SPY-37 & SPY-38: Fixed redistribution performance issue,"SPY-37 & SPY-38: Fixed redistribution performance issue

This issue was caused by a O(n^3) algorithm used when redistributing
operations among nodes. It turns out that one of the loops was not
neccessary because the clone operation is gaurenteed to return a
list of single key operations. Multi-key operations are never
returned as part of this list.

The fix involves removing the one of these loops. which frequently
queued duplicate operations for transmission. Since the
operations are all single key, the list returned by the call
getKeys() is gaurenteed to have only one operation.

Change-Id: Id8cf17132bff06dba78935cbb8b81d83f58b4bc2",0,1,0,0,0,1,1,0,0,
9526,If8fc5e7f8b6aeb41ed68c2acb03fba5b7e503836,http://review.couchbase.org/#/c/9526,6,9dda712bda172d6f6f9ae75215d6aaa14e0dae05,275733f43f9cab445bbc3413914dba0feac62cb5,1,12/09/11,12/09/11,6,Send an ack for all tap messages,"Send an ack for all tap messages

Previously we ignored tap opaque and no-op messages. This caused
us to hang tap streams in some cases. One example is when doing a
tap dump. The server would send an opaque message and wait for an
ack after transmitting all of the data. Since we ignored the opaque
message the server would wait for an ack that would never be sent.
This would cause the connection to hang.

Change-Id: If8fc5e7f8b6aeb41ed68c2acb03fba5b7e503836",0,1,0,0,0,0,1,0,0,
9531,Idca74e4ca51b99216779f1c3b8d6c5dc83feaea2,http://review.couchbase.org/#/c/9531,4,564cfe42fb281404bb5048d4156a7fa63fdf7059,7883268ae70df0c71a908bf6abf912d15ffcc7ef,1,12/09/11,16/09/11,19,Added function to get number of vBuckets to MembaseClient,"Added function to get number of vBuckets to MembaseClient

This is needed by the Couchbase-Hadoop connector

Change-Id: Idca74e4ca51b99216779f1c3b8d6c5dc83feaea2",0,1,1,0,0,1,1,0,0,
9568,I1a8fab0229fd29b1545ffe5e826b5769f5bbfe00,http://review.couchbase.org/#/c/9568,1,cddd6baf64cfea4fb7185af037b8ba96ef1eae5d,0ba4fcea37c98f93981181b83bb35c7470031cf8,1,13/09/11,16/09/11,1151,Merge branch 'refresh',"Merge branch 'refresh'

Changes Merged:
	Send an ack for all tap opaque messages
	SPY-54: getBulk() shouldn't log a warning when a key is not found
	SPY-47: Client object should have toString()
	Added toString() functions to ConnectionFactory classes
	SPY-39: Added toString() to operation heirarchy
	Change getBytes() to getData() in CASOperation

Change-Id: I1a8fab0229fd29b1545ffe5e826b5769f5bbfe00",0,0,1,0,1,1,1,0,0,
9576,I0776f3c24fcb6ff64993da2b3b065e381459ab21,http://review.couchbase.org/#/c/9576,1,0ba4fcea37c98f93981181b83bb35c7470031cf8,27378fc4e90182173468a2269199b3dc3949655b,1,13/09/11,16/09/11,57,Operations statuses on errors are now handled by the operation,"Operations statuses on errors are now handled by the operation

When asking for the status the future will no longer have to call
the get() function to get the status. This is also much cleaner
code than what was previously done.

Change-Id: I0776f3c24fcb6ff64993da2b3b065e381459ab21",0,0,1,0,0,1,1,0,0,
9591,I13830b22f58bfa132891a2111e5b4675a297ec51,http://review.couchbase.org/#/c/9591,1,5cf104060d0d7e710e6cb118a1cfc30e84df32fe,904dd1a252b0012e6001daf5f55cfdaa58ab96b1,1,14/09/11,14/09/11,1,Fixed test failure issue in testIPv6Host() in AddrUtilTest,"Fixed test failure issue in testIPv6Host() in AddrUtilTest

And ipv6 address can return a hostname of 0:0:0:0:0:0:0:1 so
it needs to be added to the list of valid hostnames that can
be returned.

Change-Id: I13830b22f58bfa132891a2111e5b4675a297ec51",0,0,0,0,0,0,0,0,0,
9613,I1e793514e8b1df1dbcdb133fba7cec837994b6d9,http://review.couchbase.org/#/c/9613,1,60d4f3edbe368d90579e8f23aabcd246a298c777,e41195ab7895f0aaaadc502e3b7128a3b0f47e4f,1,15/09/11,22/10/11,17,Fixed testOverflowing ReadQueue in QueueOverflowTest,"Fixed testOverflowing ReadQueue in QueueOverflowTest

The issue with this test failing inconsistently has to do with
how many operations are in the input queue when the first
queue overflow occurs. The queue size is 5 and if there are more
than 5 operations in the input queue then this will cause a second
queue overflow when we try to do our final operation. This fix
corrects the error by making sure that we drain all of the
operations from the write queue and therefore make sure that there
is actually space for the last operation.

Change-Id: I1e793514e8b1df1dbcdb133fba7cec837994b6d9",0,0,0,0,0,1,1,0,0,
9641,Ib5acb8514da7f1df7893936dd3ed9ab7b4884b1e,http://review.couchbase.org/#/c/9641,1,b9e62b3fe5d393022a096550a1932c18a58177a6,d762a51374777431a5a962e08cbbf962f8b04cba,0,16/09/11,16/09/11,22,Deleted files that accidentally got included in the last merge,"Deleted files that accidentally got included in the last merge

Change-Id: Ib5acb8514da7f1df7893936dd3ed9ab7b4884b1e",1,0,0,1,0,0,1,NA,NA,
9674,I76cea19b3b74cceee3316f39d0565b9959547867,http://review.couchbase.org/#/c/9674,1,c5159f850be925824f1334ce75354bb25662cbec,814462528d8402d1d90408d8fab0c263e67891fb,1,20/09/11,24/09/11,3,Removed extra variables in tapCustom header,"Removed extra variables in tapCustom header

We abandoned my rudamentry key/value filter change a while ago but
the tapCustom signature was never updated.

Change-Id: I76cea19b3b74cceee3316f39d0565b9959547867",0,0,1,0,0,1,1,0,0,
9678,I07fcc169a34dd5d14156c82ebdc1a99c785992de,http://review.couchbase.org/#/c/9678,2,9c2d16ff04136792b386baaf297abaff74f9a69d,beef3c2829e9507ddd18aac659b30dc0c51dc53f,1,20/09/11,20/09/11,8,Fixed ASCII getl issue,"Fixed ASCII getl issue

When processing errors Spymemcached had no notion of what
LOCK_ERROR was. This fix allows Spy to handle the LOCK_ERROR.

Change-Id: I07fcc169a34dd5d14156c82ebdc1a99c785992de",0,0,0,0,0,0,0,0,0,
9679,I9ee8170c20f668d804d083a6d89832c73ad119ee,http://review.couchbase.org/#/c/9679,1,7544e71ee92471bd441143ec5482f08b017d52a9,f68233c0df59f1a8567c55593aabb65484b9c368,1,20/09/11,24/09/11,461,Merge branch 'refresh',"Merge branch 'refresh'

Changes Merged:
	Made cmd variable a byte for binary operations
	SPY-51: Bug in OperationImpl's decodeLong(2)

Change-Id: I9ee8170c20f668d804d083a6d89832c73ad119ee",0,0,1,0,0,1,1,0,0,
9710,Icc98b26ecb1da4c9f3dbf96f9e827801f3b807b1,http://review.couchbase.org/#/c/9710,1,45e27177256b60f8c2e92007ba4e215fe9eb2f74,65e8e41f3f315b206c2e6e0288def25635e51751,1,22/09/11,24/09/11,1,Flush the PrintWriter in TapMessagePrinter,"Flush the PrintWriter in TapMessagePrinter

This doesn't print anything until you flush.

Change-Id: Icc98b26ecb1da4c9f3dbf96f9e827801f3b807b1",0,0,0,0,0,1,1,0,0,
9711,I7c70697bdd8f67f451c514193ae2d6fa2856dfc7,http://review.couchbase.org/#/c/9711,2,65e8e41f3f315b206c2e6e0288def25635e51751,f5ab74a94ca399baa4d68a279e76f29d8e0f8f58,1,22/09/11,25/09/11,1,Don't reconnect when a tap connection finishes.,"Don't reconnect when a tap connection finishes.

Change-Id: I7c70697bdd8f67f451c514193ae2d6fa2856dfc7",0,0,1,1,0,1,1,0,0,
9712,I583c43216643b111b6256f39ca475582b37267c6,http://review.couchbase.org/#/c/9712,7,14fad7f8a8c55de52e982a52fad1cdea2715cf66,6a52f85c7a7ba2d1c6e33631171c76e4eef38d8b,1,22/09/11,07/10/11,705,Refactored tap message classes.,"Refactored tap message classes.

These needed to be more readable and were horribly coded (by me). I
started seeing issues with conversion from bytes on the wire to
variables in spy so I changed how this was done.

Change-Id: I583c43216643b111b6256f39ca475582b37267c6",0,1,0,0,1,1,1,2,1,
9713,I9f060ab36a407eb91dd3a8b784cd7c854e2d706d,http://review.couchbase.org/#/c/9713,1,23a7f8ca5fe2e62097427cea25cce0fb7277a25d,982e3bd03e0889cb094d020517a3027087e9ae79,1,22/09/11,22/09/11,1,Removed a print line statement from TestConfig,"Removed a print line statement from TestConfig

Change-Id: I9f060ab36a407eb91dd3a8b784cd7c854e2d706d",1,0,0,1,0,0,1,0,0,
9760,I00472392dd0c9a892f3f5ed2dd62249844ab92e8,http://review.couchbase.org/#/c/9760,3,8c21ce0469bcb0acb55066361d2a4a6677fea605,b06941825d18995ea9a5553580975f9db72f4ec7,1,26/09/11,21/10/11,109,SPY-4: Get CouchDB config info from config,"SPY-4: Get CouchDB config info from config

Change-Id: I00472392dd0c9a892f3f5ed2dd62249844ab92e8",0,0,0,1,0,1,1,0,0,
9761,I65c4084df0a4b0ea0e2cedbd934eb0dab2ea378d,http://review.couchbase.org/#/c/9761,3,ed3e4145bc7061fb46e7f7324e8040605dccd92f,b593c88ecd400b98b20c97bed67c177ae20cfd45,0,26/09/11,28/09/11,6,Added a docsjar target,"Added a docsjar target

This target creates a javadoc jar file from the generated docs

Change-Id: I65c4084df0a4b0ea0e2cedbd934eb0dab2ea378d",0,0,0,0,0,1,1,NA,NA,
9762,Iaa0490030d869897b837e6f5bd38ba5332e34827,http://review.couchbase.org/#/c/9762,2,e37d68159f0a38a74d6efaf61b434eea14997538,8717e1ac0fd9980e971796aa55266283584940d2,0,26/09/11,28/09/11,12,Made package the default target and made it build all jars,"Made package the default target and made it build all jars

Change-Id: Iaa0490030d869897b837e6f5bd38ba5332e34827",0,0,0,1,0,1,1,NA,NA,
9763,Ie63b1479bb6dfa4959f78429159c4eb45573d2a5,http://review.couchbase.org/#/c/9763,2,58771af4c659346b1238684ff0e27c64cb8d3f5b,0357638eb979782ce4d443c650189d37e78d9a1e,0,26/09/11,28/09/11,5,Install javadocs java into local maven when doing ant mvn-install,"Install javadocs java into local maven when doing ant mvn-install

Change-Id: Ie63b1479bb6dfa4959f78429159c4eb45573d2a5",0,0,0,1,0,1,1,NA,NA,
9764,I1c2e862699f1784bde1294ad62996ebfacfbe1bf,http://review.couchbase.org/#/c/9764,1,0357638eb979782ce4d443c650189d37e78d9a1e,6d025c36f624b64f35131f841795c81b6d45fcb3,0,26/09/11,28/09/11,3,The jar target now builds a jar of all of the test classes,"The jar target now builds a jar of all of the test classes

Change-Id: I1c2e862699f1784bde1294ad62996ebfacfbe1bf",0,0,0,1,0,1,1,NA,NA,
9765,I33890737d862ec38e29e1c5e09f3d338652e97f2,http://review.couchbase.org/#/c/9765,2,6d025c36f624b64f35131f841795c81b6d45fcb3,a7f5faeb6ca601c5dbbf0b67f9a6b0a615fb3cb4,0,26/09/11,29/09/11,47,Updated README.markdown to reflect the new build file,"Updated README.markdown to reflect the new build file

Change-Id: I33890737d862ec38e29e1c5e09f3d338652e97f2",0,0,1,1,0,1,1,NA,NA,
9769,I17ea7a0146443ed1ef4578fb04cab431a3e723d7,http://review.couchbase.org/#/c/9769,1,e83d08e52fe819f92a1f61f3ec4032dae6b789b4,ccf3553d1649eafdfcb9c0d3bc48eb524c625d37,1,26/09/11,29/09/11,12,Made vbmap in MultiKey operation synchronized,"Made vbmap in MultiKey operation synchronized

There was a concurrency issue here that has to do with accessing a
two threads accessing the same set. One thread is iterating over
the set and the other is modifying the set. This modification
causes iteration to undefined and therefore java throws an error.

Change-Id: I17ea7a0146443ed1ef4578fb04cab431a3e723d7",0,0,1,0,0,1,1,0,0,
9852,I1d2e7c4a3e6db6648d175364950eab6076a45e5f,http://review.couchbase.org/#/c/9852,2,ccf3553d1649eafdfcb9c0d3bc48eb524c625d37,71400eb95658a1992490e34ad954dec177ae74c5,1,29/09/11,08/10/11,69,Add compatibility with netty 3.2.0+.,"Add compatibility with netty 3.2.0+.

Netty 3.2.0+ (NETTY-281) changed HttpMessage.setHeader(String, String) to setHeader(String, Object), which causes NoSuchMethodErrors when spymemcached is used with such a newer netty version. To prevent spymemcached users from other library incompatibilities the netty dependency is not upgraded, but the appropriate setHeader method is selected and invoked at runtime. This was discussed on the mailing list: http://groups.google.com/group/spymemcached/browse_thread/thread/4b9f0638bbcc96fb

Change-Id: I1d2e7c4a3e6db6648d175364950eab6076a45e5f",0,0,0,0,0,0,0,0,0,
9986,Icc9b70a068af8383a4da3045628e999a8df811d8,http://review.couchbase.org/#/c/9986,2,5d9da2a680b1b8d16ad4cfdb31db3ee0c3623f6f,bfe15fcc85fcf02a6f95ac157422267107cb81e4,1,06/10/11,07/10/11,22,Recognize a query is using a json object and don't quote it,"Recognize a query is using a json object and don't quote it

This fixes an issue where sending json object as the value to the
key argument in a query was getting quotes put around it. We now
check to see if something is a json object before we decide to
put quotes around it.

Change-Id: Icc9b70a068af8383a4da3045628e999a8df811d8",0,0,0,0,0,1,1,0,0,
10026,Ic68ba9db5b5f645d3affc6964f7b2b90d309e519,http://review.couchbase.org/#/c/10026,2,17b0473da17910d080e7e289c16f83ee9cb5677d,57d8a0cfd2a6b0d79bfa7fb9510f4e549c5c2c37,1,09/10/11,14/10/11,49,Continue to other URIs if one in the list is down. SPY-60.,"Continue to other URIs if one in the list is down. SPY-60.

Change-Id: Ic68ba9db5b5f645d3affc6964f7b2b90d309e519",0,0,1,1,0,1,1,0,0,
10027,I31ad1af2e6d0a33fa8534fa09e3f30175b931408,http://review.couchbase.org/#/c/10027,2,bf5742a7a10fd43b73b53b8e179555ccb5742a72,bfd449b06e2cd893522272b0cfe1c2ca6ccc026d,1,09/10/11,09/10/11,1,No need for old debugging string in test.,"No need for old debugging string in test.

Change-Id: I31ad1af2e6d0a33fa8534fa09e3f30175b931408",0,0,0,1,0,1,1,0,0,
10059,I9f6bc488406fc9c5ce537454b773d9baf21e379d,http://review.couchbase.org/#/c/10059,1,0a67c037f08f8c1e7f5a24fa27fa3c3bd1c7013f,af317924c9861bacf9312802305bf3459592b792,1,11/10/11,11/10/11,10,"Revert ""SPY-37 & SPY-38: Fixed redistribution performance issue""","Revert ""SPY-37 & SPY-38: Fixed redistribution performance issue""

This reverts commit 48e7e62b75c93925647a6acd6bcfe06b1b89f492.

Change-Id: I9f6bc488406fc9c5ce537454b773d9baf21e379d",0,0,0,0,0,1,1,0,0,
10098,I4e7b13fcb0a925277761c32373b3696eed9daa0a,http://review.couchbase.org/#/c/10098,1,41241430eac79db96cd9fa6d7d0caf68adad0487,56ccb19887615cd00e82eba56a825a70f02d54aa,0,12/10/11,12/10/11,86,Format the readme correctly.,"Format the readme correctly.

Change-Id: I4e7b13fcb0a925277761c32373b3696eed9daa0a",0,0,0,1,0,0,1,NA,NA,
10186,Icfc3f78fe00d1254f5ed30e1776301171b5e54a7,http://review.couchbase.org/#/c/10186,2,56ccb19887615cd00e82eba56a825a70f02d54aa,8af4e69cc3ddf69a94f71d487ea78a6b710129f0,1,18/10/11,18/10/11,2130,Merge branch 'refresh',"Merge branch 'refresh'

* refresh:
  Continue to other URIs if one in the list is down. SPY-60.
  Revert ""SPY-37 & SPY-38: Fixed redistribution performance issue""
  No need for old debugging string in test.
  Add compatibility with netty 3.2.0+.
  Refactored tap message classes.
  SPY-37 & SPY-38: Fixed redistribution performance issue
  Made vbmap in MultiKey operation synchronized
  Don't reconnect when a tap connection finishes.
  Flush the PrintWriter in TapMessagePrinter
  Removed extra variables in tapCustom header
  Removed a print line statement from TestConfig

Change-Id: Icfc3f78fe00d1254f5ed30e1776301171b5e54a7",0,0,0,0,1,1,1,2,1,
10202,If8d61bd1e016afbac8f79c8b5481f1bb60c79b06,http://review.couchbase.org/#/c/10202,1,0fbbf529c806d23ae47d9404c04e7efc1bc82271,262ee938acacb3bf3ec2348b825f688e496b4cda,1,19/10/11,19/10/11,26,Fixed checkstyle issues from merge with refresh,"Fixed checkstyle issues from merge with refresh

Change-Id: If8d61bd1e016afbac8f79c8b5481f1bb60c79b06",0,0,0,1,0,1,1,0,0,
10260,If60423b56ebf22c4529bffe95496ffe8b833a65f,http://review.couchbase.org/#/c/10260,7,a59421ede8e180ce484755d37d1a0985160a3fc3,24dc1b85b423a4faa9763fe2b103b4182c221deb,1,21/10/11,23/10/11,50,Don't compress json objects,"Don't compress json objects

We don't actually parse the whole object. Instead we look
at the first character and if it looks like json then we
don't compress it.

Change-Id: If60423b56ebf22c4529bffe95496ffe8b833a65f",0,1,0,0,0,1,1,0,0,
10294,I2e3807f976363e8b8bd985e9b6faa283875ed7f1,http://review.couchbase.org/#/c/10294,1,e677021826c9628bde3269ed57480fbd9adf8678,d18fe9be528b48a5c11817a1d56539f61d6ceb01,1,22/10/11,22/10/11,2,Fixed a typo when computing vbucketlist size for tap messages.,"Fixed a typo when computing vbucketlist size for tap messages.

Change-Id: I2e3807f976363e8b8bd985e9b6faa283875ed7f1",0,0,0,1,0,1,1,0,0,
10297,Icf3fb6a3750572685d9806aa6f90af23f25eadc6,http://review.couchbase.org/#/c/10297,1,dd5be33c5274cf8580418ce6c4a1d5ac08bdf4d9,63df45217e474f17a07d44308c5860dca5e9f3ec,1,23/10/11,23/10/11,11,Rename and fix VBucketMemcachedClientTest to VBucketMembaseClientTest.,"Rename and fix VBucketMemcachedClientTest to VBucketMembaseClientTest.

This test was causing other test failures because it didn't clean up
after itself.  When trying to determine why the test was even used
here, I realized it had not been renamed in the refactoring between
2.7 and 2.8.

Change-Id: Icf3fb6a3750572685d9806aa6f90af23f25eadc6",0,0,0,0,0,1,1,0,0,
10299,I85bef0e42146e90c58082a4c175b41d47112f5b5,http://review.couchbase.org/#/c/10299,1,d83da445884ca86caca264b76eec1368e0e12722,0fe91c2bb4f8d196f4c8de62cc3951d900849bee,0,23/10/11,23/10/11,2,Skip all ConfigurationProvider tests when testing against memcached.,"Skip all ConfigurationProvider tests when testing against memcached.

Change-Id: I85bef0e42146e90c58082a4c175b41d47112f5b5",0,0,0,1,0,1,1,NA,NA,
10300,I86ca4471c3b845a2f4edd0004a4ec9ad9d766e7b,http://review.couchbase.org/#/c/10300,1,0fe91c2bb4f8d196f4c8de62cc3951d900849bee,2fa31e687ce5577163c0be8bf2b06bd8e4606290,0,23/10/11,23/10/11,4,Update to Netty 3.2.0.Final.,"Update to Netty 3.2.0.Final.

We have already updated 2.7.3 to Netty 3.2.0 and added compatibility
with either 3.1.5.GA or 3.2.0.Final.

In 2.8, we will support only 3.2.0.Final, though 2.7.x will continue
to support 3.1.5.GA.

Change-Id: I86ca4471c3b845a2f4edd0004a4ec9ad9d766e7b",0,0,0,0,0,1,1,NA,NA,
10301,I80dca6250f7b3f72c6175dce7769f91908f74770,http://review.couchbase.org/#/c/10301,1,2fa31e687ce5577163c0be8bf2b06bd8e4606290,2d3b91c900bdeedf7f2e10f283afd0350ebeb247,0,23/10/11,23/10/11,7,Update maven pom generation with more detail.,"Update maven pom generation with more detail.

Change-Id: I80dca6250f7b3f72c6175dce7769f91908f74770",0,0,0,1,0,1,1,NA,NA,
